Name,Automatic placement performance (domain) report CSV
Type,Automatic placement (domain)
Frequency,One time
Date range,Last month
Dates,"May 1, 2015-May 31, 2015"
Account,Domain,Customer ID,Clicks,Impressions,Campaign,Special category
LCEC,androidcentral.com,532-936-5608,0,79,Remarketing, --
LCEC,healthboards.com,532-936-5608,3,21,Remarketing, --
LCEC,boredlion.com,532-936-5608,0,7,Remarketing, --
LCEC,titantv.com,532-936-5608,0,6,Remarketing, --
LCEC,crackberry.com,532-936-5608,0,6,Remarketing, --
LCEC,realracinusa.com,532-936-5608,0,13,Remarketing, --
LCEC,quizfreak.co.uk,532-936-5608,0,5,Remarketing, --
LCEC,plutobrat.com,532-936-5608,0,12,Remarketing, --
LCEC,xtribune.com,532-936-5608,1,4,Remarketing, --
LCEC,onroto.com,532-936-5608,0,13,Remarketing, --
LCEC,itsalwaysautumn.com,532-936-5608,1,5,Remarketing, --
LCEC,weddingbee.com,532-936-5608,0,5,Remarketing, --
LCEC,twitchy.com,532-936-5608,0,47,Remarketing, --
LCEC,bradenton.com,532-936-5608,1,6,Remarketing, --
LCEC,thehollywoodgossip.com,532-936-5608,1,2,Remarketing, --
LCEC,trackinggo.com,532-936-5608,0,10,Remarketing, --
LCEC,wordsolver.net,532-936-5608,0,13,Remarketing, --
LCEC,theday.com,532-936-5608,0,6,Remarketing, --
LCEC,salon.com,532-936-5608,0,14,Remarketing, --
LCEC,dogswoofs.com,532-936-5608,0,6,Remarketing, --
LCEC,slate.com,532-936-5608,2,9,Remarketing, --
LCEC,foodblognames.com,532-936-5608,1,4,Remarketing, --
LCEC,topix.com,532-936-5608,0,6,Remarketing, --
LCEC,businessinsider.com,532-936-5608,0,6,Remarketing, --
LCEC,greatschools.org,532-936-5608,0,29,Remarketing, --
LCEC,newhorse.com,532-936-5608,1,4,Remarketing, --
LCEC,lefigaro.fr,532-936-5608,0,5,Remarketing, --
LCEC,mooseroots.com,532-936-5608,1,15,Remarketing, --
LCEC,spendcrazy.net,532-936-5608,0,78,Remarketing, --
LCEC,sciencealert.com,532-936-5608,0,12,Remarketing, --
LCEC,powerstrokenation.com,532-936-5608,0,7,Remarketing, --
LCEC,whatsgabycooking.com,532-936-5608,1,2,Remarketing, --
LCEC,manualsonline.com,532-936-5608,1,7,Remarketing, --
LCEC,signupgenius.com,532-936-5608,0,15,Remarketing, --
LCEC,dogfriendly.com,532-936-5608,1,7,Remarketing, --
LCEC,youtube.com,532-936-5608,16,395,Remarketing, --
LCEC,myfirstclasslife.com,532-936-5608,0,14,Remarketing, --
LCEC,dinarguru.com,532-936-5608,0,23,Remarketing, --
LCEC,allmommythings.com,532-936-5608,0,5,Remarketing, --
LCEC,galapril.com,532-936-5608,0,6,Remarketing, --
LCEC,baseballmanager.com,532-936-5608,0,5,Remarketing, --
LCEC,pixmania.es,532-936-5608,0,5,Remarketing, --
LCEC,mundodeportivo.com,532-936-5608,0,12,Remarketing, --
LCEC,townhall.com,532-936-5608,0,132,Remarketing, --
LCEC,boatsforsale-ads.com,532-936-5608,0,5,Remarketing, --
LCEC,globalhealingcenter.com,532-936-5608,1,1,Remarketing, --
LCEC,hefty.co,532-936-5608,0,6,Remarketing, --
LCEC,likesharetweet.com,532-936-5608,0,187,Remarketing, --
LCEC,simplyscratch.com,532-936-5608,0,11,Remarketing, --
LCEC,theadvocate.com,532-936-5608,0,7,Remarketing, --
LCEC,mtv.com,532-936-5608,2,18,Remarketing, --
LCEC,jimwegryn.com,532-936-5608,0,6,Remarketing, --
LCEC,lilluna.com,532-936-5608,0,7,Remarketing, --
LCEC,mostlychristmas.com,532-936-5608,0,8,Remarketing, --
LCEC,in-germany.com,532-936-5608,0,6,Remarketing, --
LCEC,click2stream.com,532-936-5608,0,6,Remarketing, --
LCEC,sweetiessweeps.com,532-936-5608,0,6,Remarketing, --
LCEC,affordablehousingonline.com,532-936-5608,0,8,Remarketing, --
LCEC,lovebscott.com,532-936-5608,0,7,Remarketing, --
LCEC,theautismsite.com,532-936-5608,1,1,Remarketing, --
LCEC,rea-nc.com,532-936-5608,1,2,Remarketing, --
LCEC,ls1tech.com,532-936-5608,0,5,Remarketing, --
LCEC,strangermeetup.com,532-936-5608,0,23,Remarketing, --
LCEC,autopartswarehouse.com,532-936-5608,1,9,Remarketing, --
LCEC,popularcurrent.com,532-936-5608,0,8,Remarketing, --
LCEC,usatoday.com,532-936-5608,2,9,Remarketing, --
LCEC,schooldigger.com,532-936-5608,0,5,Remarketing, --
LCEC,autorooster.com,532-936-5608,1,2,Remarketing, --
LCEC,abcprog.tk,532-936-5608,0,5,Remarketing, --
LCEC,sfgate.com,532-936-5608,0,6,Remarketing, --
LCEC,moknowshair.com,532-936-5608,1,1,Remarketing, --
LCEC,tonga-soa.com,532-936-5608,0,11,Remarketing, --
LCEC,10best.com,532-936-5608,0,63,Remarketing, --
LCEC,fox4now.com,532-936-5608,0,5,Remarketing, --
LCEC,guru3d.com,532-936-5608,0,27,Remarketing, --
LCEC,sportsworldreport.com,532-936-5608,0,5,Remarketing, --
LCEC,therighthairstyles.com,532-936-5608,0,11,Remarketing, --
LCEC,iamthatlady.com,532-936-5608,1,1,Remarketing, --
LCEC,daysofourlivesnews.com,532-936-5608,0,7,Remarketing, --
LCEC,heraldnews.com,532-936-5608,0,5,Remarketing, --
LCEC,earthclinic.com,532-936-5608,2,4,Remarketing, --
LCEC,wptv.com,532-936-5608,1,1,Remarketing, --
LCEC,reference.com,532-936-5608,1,61,Remarketing, --
LCEC,finduslocal.com,532-936-5608,0,5,Remarketing, --
LCEC,mysticscripts.com,532-936-5608,0,5,Remarketing, --
LCEC,amazingworldfactsnpics.com,532-936-5608,0,5,Remarketing, --
LCEC,usmagazine.com,532-936-5608,0,11,Remarketing, --
LCEC,designdininganddiapers.com,532-936-5608,0,5,Remarketing, --
LCEC,fightnews.com,532-936-5608,1,1,Remarketing, --
LCEC,eastietimes.com,532-936-5608,0,8,Remarketing, --
LCEC,thistlewoodfarms.com,532-936-5608,1,24,Remarketing, --
LCEC,allfordmustangs.com,532-936-5608,1,1,Remarketing, --
LCEC,forbes.com,532-936-5608,5,158,Remarketing, --
LCEC,melskitchencafe.com,532-936-5608,2,4,Remarketing, --
LCEC,adrife.com,532-936-5608,2,2,Remarketing, --
LCEC,thedieselstop.com,532-936-5608,3,4,Remarketing, --
LCEC,kaixinfun.com,532-936-5608,0,5,Remarketing, --
LCEC,tones7.com,532-936-5608,0,5,Remarketing, --
LCEC,okmagazine.com,532-936-5608,0,22,Remarketing, --
LCEC,forcechange.com,532-936-5608,0,5,Remarketing, --
LCEC,nbc-2.com,532-936-5608,0,204,Remarketing, --
LCEC,getitfromboy.net,532-936-5608,0,6,Remarketing, --
LCEC,newsmemory.com,532-936-5608,3,75,Remarketing, --
LCEC,centurylink.net,532-936-5608,2,117,Remarketing, --
LCEC,mobileapp::1-585213935,532-936-5608,0,10,Remarketing, --
LCEC,lightersideofrealestate.com,532-936-5608,1,2,Remarketing, --
LCEC,wmtw.com,532-936-5608,0,6,Remarketing, --
LCEC,weather.com,532-936-5608,4,303,Remarketing, --
LCEC,steamboats.org,532-936-5608,1,1,Remarketing, --
LCEC,mommypage.com,532-936-5608,2,7,Remarketing, --
LCEC,hellcat.org,532-936-5608,1,86,Remarketing, --
LCEC,truthinmedia.com,532-936-5608,0,8,Remarketing, --
LCEC,iheartintelligence.com,532-936-5608,0,5,Remarketing, --
LCEC,areavibes.com,532-936-5608,0,9,Remarketing, --
LCEC,forlocations.com,532-936-5608,2,7,Remarketing, --
LCEC,arbawih.com,532-936-5608,0,8,Remarketing, --
LCEC,notalwaysright.com,532-936-5608,0,14,Remarketing, --
LCEC,funmunch.com,532-936-5608,0,6,Remarketing, --
LCEC,professorshouse.com,532-936-5608,1,1,Remarketing, --
LCEC,paceadvantage.com,532-936-5608,0,17,Remarketing, --
LCEC,logotv.com,532-936-5608,1,7,Remarketing, --
LCEC,thenextdigit.com,532-936-5608,0,5,Remarketing, --
LCEC,movies-films.us,532-936-5608,0,5,Remarketing, --
LCEC,theknot.com,532-936-5608,1,2,Remarketing, --
LCEC,marthastewartweddings.com,532-936-5608,0,20,Remarketing, --
LCEC,14ymedio.com,532-936-5608,0,5,Remarketing, --
LCEC,mmnews.de,532-936-5608,0,6,Remarketing, --
LCEC,techradar.com,532-936-5608,0,16,Remarketing, --
LCEC,enewscourier.com,532-936-5608,0,5,Remarketing, --
LCEC,yusnaby.com,532-936-5608,1,1,Remarketing, --
LCEC,0-60specs.com,532-936-5608,1,2,Remarketing, --
LCEC,mbworld.org,532-936-5608,0,27,Remarketing, --
LCEC,doctoroz.com,532-936-5608,1,6,Remarketing, --
LCEC,debka.com,532-936-5608,0,5,Remarketing, --
LCEC,sunherald.com,532-936-5608,0,6,Remarketing, --
LCEC,hoopshype.com,532-936-5608,1,7,Remarketing, --
LCEC,tv.com,532-936-5608,1,18,Remarketing, --
LCEC,iowagirleats.com,532-936-5608,0,14,Remarketing, --
LCEC,zodiacmind.com,532-936-5608,0,11,Remarketing, --
LCEC,sunshineandhurricanes.com,532-936-5608,0,9,Remarketing, --
LCEC,touchtapplay.com,532-936-5608,1,2,Remarketing, --
LCEC,walmart.com,532-936-5608,0,19,Remarketing, --
LCEC,dviralinks.com,532-936-5608,0,7,Remarketing, --
LCEC,climatedepot.com,532-936-5608,0,5,Remarketing, --
LCEC,nytimes.com,532-936-5608,8,206,Remarketing, --
LCEC,nametests.com,532-936-5608,0,7,Remarketing, --
LCEC,wvgazette.com,532-936-5608,0,12,Remarketing, --
LCEC,healthyeater.com,532-936-5608,0,6,Remarketing, --
LCEC,abante.com.ph,532-936-5608,1,2,Remarketing, --
LCEC,nowaygirl.com,532-936-5608,1,10,Remarketing, --
LCEC,maskcara.com,532-936-5608,0,48,Remarketing, --
LCEC,activitieschildren.com,532-936-5608,0,5,Remarketing, --
LCEC,theawesomer.com,532-936-5608,1,10,Remarketing, --
LCEC,cityfeet.com,532-936-5608,0,6,Remarketing, --
LCEC,gethuman.com,532-936-5608,1,4,Remarketing, --
LCEC,digitaltrends.com,532-936-5608,0,6,Remarketing, --
LCEC,8tracks.com,532-936-5608,0,5,Remarketing, --
LCEC,canyouseeme.org,532-936-5608,0,6,Remarketing, --
LCEC,horoscopo.com,532-936-5608,0,44,Remarketing, --
LCEC,christian-dogma.com,532-936-5608,0,5,Remarketing, --
LCEC,weeklyhoroscope.com,532-936-5608,0,7,Remarketing, --
LCEC,winknews.com,532-936-5608,17,2007,Remarketing, --
LCEC,historyinorbit.com,532-936-5608,0,8,Remarketing, --
LCEC,ftbwiki.org,532-936-5608,0,20,Remarketing, --
LCEC,universonatural.social,532-936-5608,0,11,Remarketing, --
LCEC,tire-size-conversion.com,532-936-5608,1,10,Remarketing, --
LCEC,gumtree.com,532-936-5608,0,6,Remarketing, --
LCEC,thegrio.com,532-936-5608,1,1,Remarketing, --
LCEC,likes.com,532-936-5608,0,149,Remarketing, --
LCEC,poll-maker.com,532-936-5608,0,7,Remarketing, --
LCEC,bollywoodshaadis.com,532-936-5608,1,3,Remarketing, --
LCEC,onlyinyourstate.com,532-936-5608,0,11,Remarketing, --
LCEC,newsweek.com,532-936-5608,1,1,Remarketing, --
LCEC,reagancoalition.com,532-936-5608,1,2,Remarketing, --
LCEC,nydailynews.com,532-936-5608,0,47,Remarketing, --
LCEC,faithhub.net,532-936-5608,0,5,Remarketing, --
LCEC,gardeningknowhow.com,532-936-5608,3,25,Remarketing, --
LCEC,ilovemydogsomuch.com,532-936-5608,0,5,Remarketing, --
LCEC,hespress.com,532-936-5608,0,6,Remarketing, --
LCEC,mp3.com,532-936-5608,0,7,Remarketing, --
LCEC,mostbeautifulgardens.com,532-936-5608,0,12,Remarketing, --
LCEC,thegearpage.net,532-936-5608,0,15,Remarketing, --
LCEC,webmd.com,532-936-5608,4,310,Remarketing, --
LCEC,thekrazycouponlady.com,532-936-5608,2,257,Remarketing, --
LCEC,amadershomoys.com,532-936-5608,1,45,Remarketing, --
LCEC,allthingsmamma.com,532-936-5608,0,5,Remarketing, --
LCEC,msn.com,532-936-5608,0,11,Remarketing, --
LCEC,in5d.com,532-936-5608,0,7,Remarketing, --
LCEC,braingle.com,532-936-5608,0,11,Remarketing, --
LCEC,youe-hut.com,532-936-5608,0,6,Remarketing, --
LCEC,vactruth.com,532-936-5608,1,2,Remarketing, --
LCEC,get-supplied.com,532-936-5608,0,5,Remarketing, --
LCEC,cbslocal.com,532-936-5608,5,19,Remarketing, --
LCEC,reads6.com,532-936-5608,0,140,Remarketing, --
LCEC,lsmod2015.com,532-936-5608,0,38,Remarketing, --
LCEC,missingmoney.com,532-936-5608,0,5,Remarketing, --
LCEC,cupertinotimes.com,532-936-5608,0,14,Remarketing, --
LCEC,mrunal.org,532-936-5608,0,5,Remarketing, --
LCEC,motherearthnews.com,532-936-5608,0,5,Remarketing, --
LCEC,portchecker.co,532-936-5608,0,7,Remarketing, --
LCEC,epapr.in,532-936-5608,0,6,Remarketing, --
LCEC,cnet.com,532-936-5608,0,65,Remarketing, --
LCEC,cheezburger.com,532-936-5608,0,16,Remarketing, --
LCEC,omgfacts.com,532-936-5608,0,18,Remarketing, --
LCEC,sunsigns.org,532-936-5608,1,14,Remarketing, --
LCEC,gospelherald.com,532-936-5608,0,5,Remarketing, --
LCEC,getyourfixtures.com,532-936-5608,0,5,Remarketing, --
LCEC,weebly.com,532-936-5608,0,6,Remarketing, --
LCEC,yardsalesearch.com,532-936-5608,0,9,Remarketing, --
LCEC,mobile.de,532-936-5608,0,7,Remarketing, --
LCEC,5dollardinners.com,532-936-5608,0,5,Remarketing, --
LCEC,madamenoire.com,532-936-5608,0,14,Remarketing, --
LCEC,thebrofessional.net,532-936-5608,0,13,Remarketing, --
LCEC,cbssports.com,532-936-5608,1,52,Remarketing, --
LCEC,knowing-jesus.com,532-936-5608,2,3,Remarketing, --
LCEC,blackpeoplemeet.com,532-936-5608,0,11,Remarketing, --
LCEC,when-will.net,532-936-5608,1,2,Remarketing, --
LCEC,reactshare.com,532-936-5608,0,5,Remarketing, --
LCEC,wishesquotes.com,532-936-5608,0,6,Remarketing, --
LCEC,ifyouonlynews.com,532-936-5608,2,6,Remarketing, --
LCEC,freepik.com,532-936-5608,0,18,Remarketing, --
LCEC,classicalite.com,532-936-5608,1,2,Remarketing, --
LCEC,tamaulipaszonadeguerra.com,532-936-5608,0,5,Remarketing, --
LCEC,livestrong.com,532-936-5608,3,77,Remarketing, --
LCEC,chryslerminivan.net,532-936-5608,1,1,Remarketing, --
LCEC,marthastewart.com,532-936-5608,0,8,Remarketing, --
LCEC,babysideburns.com,532-936-5608,1,1,Remarketing, --
LCEC,cyndispivey.com,532-936-5608,1,2,Remarketing, --
LCEC,priceline.com,532-936-5608,0,8,Remarketing, --
LCEC,postseek.com,532-936-5608,1,2,Remarketing, --
LCEC,trendelier.com,532-936-5608,0,16,Remarketing, --
LCEC,itipping.com,532-936-5608,1,2,Remarketing, --
LCEC,kwejk.pl,532-936-5608,0,5,Remarketing, --
LCEC,vietbf.com,532-936-5608,0,5,Remarketing, --
LCEC,kothiyavunu.com,532-936-5608,0,6,Remarketing, --
LCEC,discusscooking.com,532-936-5608,0,12,Remarketing, --
LCEC,wildceleb.com,532-936-5608,0,6,Remarketing, --
LCEC,chasingthefrog.com,532-936-5608,1,1,Remarketing, --
LCEC,dailylocal.com,532-936-5608,0,6,Remarketing, --
LCEC,ideasanddiscoveries.com,532-936-5608,0,8,Remarketing, --
LCEC,mlb.com,532-936-5608,0,16,Remarketing, --
LCEC,mikeepps.com,532-936-5608,1,2,Remarketing, --
LCEC,lyricstranslate.com,532-936-5608,1,1,Remarketing, --
LCEC,quizpug.com,532-936-5608,1,1,Remarketing, --
LCEC,healthyfoodplace.com,532-936-5608,0,6,Remarketing, --
LCEC,olx.com.br,532-936-5608,0,11,Remarketing, --
LCEC,uberpeople.net,532-936-5608,0,11,Remarketing, --
LCEC,allrecipes.com,532-936-5608,2,636,Remarketing, --
LCEC,droidforums.net,532-936-5608,0,10,Remarketing, --
LCEC,esquire.com,532-936-5608,1,9,Remarketing, --
LCEC,patient.co.uk,532-936-5608,1,64,Remarketing, --
LCEC,outlettable.com,532-936-5608,0,7,Remarketing, --
LCEC,dose.com,532-936-5608,3,142,Remarketing, --
LCEC,bestbmicalculator.com,532-936-5608,1,1,Remarketing, --
LCEC,iheartdogs.com,532-936-5608,0,30,Remarketing, --
LCEC,monroenews.com,532-936-5608,0,15,Remarketing, --
LCEC,photographyisnotacrime.com,532-936-5608,1,5,Remarketing, --
LCEC,viralsup.com,532-936-5608,0,10,Remarketing, --
LCEC,simplyrecipes.com,532-936-5608,2,5,Remarketing, --
LCEC,weddingvowshare.com,532-936-5608,0,35,Remarketing, --
LCEC,thefiscaltimes.com,532-936-5608,0,18,Remarketing, --
LCEC,mrfood.com,532-936-5608,0,5,Remarketing, --
LCEC,coachcalorie.com,532-936-5608,1,1,Remarketing, --
LCEC,foxbusiness.com,532-936-5608,1,1,Remarketing, --
LCEC,thebutterflysite.com,532-936-5608,0,5,Remarketing, --
LCEC,insidermonkey.com,532-936-5608,1,3,Remarketing, --
LCEC,steadyhealth.com,532-936-5608,3,25,Remarketing, --
LCEC,caffeineinformer.com,532-936-5608,0,5,Remarketing, --
LCEC,sportsandgoal.com,532-936-5608,1,1,Remarketing, --
LCEC,reads7.com,532-936-5608,0,55,Remarketing, --
LCEC,instructables.com,532-936-5608,1,110,Remarketing, --
LCEC,clashdaily.com,532-936-5608,1,1,Remarketing, --
LCEC,tmz.com,532-936-5608,3,1159,Remarketing, --
LCEC,collectivepress.com,532-936-5608,4,33,Remarketing, --
LCEC,naplesnews.com,532-936-5608,1,72,Remarketing, --
LCEC,thepaleomama.com,532-936-5608,0,7,Remarketing, --
LCEC,androidauthority.com,532-936-5608,0,10,Remarketing, --
LCEC,homes.com,532-936-5608,3,255,Remarketing, --
LCEC,parentsociety.com,532-936-5608,0,8,Remarketing, --
LCEC,neogol.com,532-936-5608,0,5,Remarketing, --
LCEC,dharitri.com,532-936-5608,0,11,Remarketing, --
LCEC,mobileapp::1-548344850,532-936-5608,0,5,Remarketing, --
LCEC,doorsandroomswalkthrough.net,532-936-5608,0,6,Remarketing, --
LCEC,fanscup.com,532-936-5608,0,21,Remarketing, --
LCEC,dailyquenchers.com,532-936-5608,0,8,Remarketing, --
LCEC,stevenaitchison.co.uk,532-936-5608,0,9,Remarketing, --
LCEC,ehow.com,532-936-5608,7,112,Remarketing, --
LCEC,diagnose-me.com,532-936-5608,0,5,Remarketing, --
LCEC,howdoesshe.com,532-936-5608,0,5,Remarketing, --
LCEC,pwedeh.com,532-936-5608,0,7,Remarketing, --
LCEC,all-in.de,532-936-5608,0,7,Remarketing, --
LCEC,howtothisandthat.com,532-936-5608,0,5,Remarketing, --
LCEC,farming2015mods.com,532-936-5608,0,5,Remarketing, --
LCEC,autoweek.com,532-936-5608,1,5,Remarketing, --
LCEC,inmyownstyle.com,532-936-5608,1,2,Remarketing, --
LCEC,ambitiouskitchen.com,532-936-5608,0,8,Remarketing, --
LCEC,thisiswhyimbroke.com,532-936-5608,0,7,Remarketing, --
LCEC,wranglerforum.com,532-936-5608,0,13,Remarketing, --
LCEC,sportslogos.net,532-936-5608,0,11,Remarketing, --
LCEC,thechive.com,532-936-5608,0,29,Remarketing, --
LCEC,milb.com,532-936-5608,0,5,Remarketing, --
LCEC,latimes.com,532-936-5608,0,12,Remarketing, --
LCEC,bible.org,532-936-5608,0,7,Remarketing, --
LCEC,whitepages.com,532-936-5608,0,20,Remarketing, --
LCEC,fanatik.com.tr,532-936-5608,0,12,Remarketing, --
LCEC,americanoverlook.com,532-936-5608,1,10,Remarketing, --
Kalea Bay,sportngin.com,788-200-4140,0,13,Remarketing, --
Kalea Bay,funnyquotesbook.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,dailyhiit.com,788-200-4140,2,4,Remarketing, --
Kalea Bay,airlinepilotcentral.com,788-200-4140,1,2,Remarketing, --
Kalea Bay,okcupid.com,788-200-4140,0,11,Remarketing, --
Kalea Bay,homeschooling-ideas.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,usedpei.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,pointafter.com,788-200-4140,0,15,Remarketing, --
Kalea Bay,8to18.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,thestreet.com,788-200-4140,0,35,Remarketing, --
Kalea Bay,canberratimes.com.au,788-200-4140,1,1,Remarketing, --
Kalea Bay,cincinnati.com,788-200-4140,0,71,Remarketing, --
Kalea Bay,dailytimesgazette.com,788-200-4140,1,2,Remarketing, --
Kalea Bay,cnn.com,788-200-4140,41,1539,Remarketing, --
Kalea Bay,logiastarata.gr,788-200-4140,1,2,Remarketing, --
Kalea Bay,bigblueinteractive.com,788-200-4140,0,9,Remarketing, --
Kalea Bay,thehomepage.com.au,788-200-4140,0,7,Remarketing, --
Kalea Bay,comicbookresources.com,788-200-4140,0,15,Remarketing, --
Kalea Bay,wiki-cars.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,wimp.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,accuradio.com,788-200-4140,0,25,Remarketing, --
Kalea Bay,designerapparel.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,famousfix.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,japantimes.co.jp,788-200-4140,0,5,Remarketing, --
Kalea Bay,washingtonpost.com,788-200-4140,20,340,Remarketing, --
Kalea Bay,theweathernetwork.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,chicagotribune.com,788-200-4140,1,33,Remarketing, --
Kalea Bay,carloancalculator.me,788-200-4140,0,7,Remarketing, --
Kalea Bay,captainquizz.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,gazeta.pl,788-200-4140,0,5,Remarketing, --
Kalea Bay,dclk-default-ref.com,788-200-4140,0,28,Remarketing, --
Kalea Bay,winknews.com,788-200-4140,1,17,Remarketing, --
Kalea Bay,ultimateclassicrock.com,788-200-4140,0,19,Remarketing, --
Kalea Bay,thoughtcatalog.com,788-200-4140,5,27,Remarketing, --
Kalea Bay,writing.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,youngcons.com,788-200-4140,0,38,Remarketing, --
Kalea Bay,theglobeandmail.com,788-200-4140,0,11,Remarketing, --
Kalea Bay,littlethings.com,788-200-4140,3,20,Remarketing, --
Kalea Bay,bollywoodtabloid.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,gleems.com,788-200-4140,0,9,Remarketing, --
Kalea Bay,cheatsheet.com,788-200-4140,0,38,Remarketing, --
Kalea Bay,gizmag.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,suntimes.com,788-200-4140,0,31,Remarketing, --
Kalea Bay,badlefthook.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,wind.it,788-200-4140,0,25,Remarketing, --
Kalea Bay,mrshappyhomemaker.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,smh.com.au,788-200-4140,2,3,Remarketing, --
Kalea Bay,cbssports.com,788-200-4140,0,15,Remarketing, --
Kalea Bay,patriotledger.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,365thingsinhouston.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,2016crossoversuv.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,popnhop.com,788-200-4140,0,11,Remarketing, --
Kalea Bay,wakavision.net,788-200-4140,1,1,Remarketing, --
Kalea Bay,twentytwowords.com,788-200-4140,0,113,Remarketing, --
Kalea Bay,elpais.com,788-200-4140,0,13,Remarketing, --
Kalea Bay,point2homes.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,unijokes.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,escapehere.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,ebay.co.uk,788-200-4140,0,6,Remarketing, --
Kalea Bay,pawmygosh.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,frizure.hr,788-200-4140,0,6,Remarketing, --
Kalea Bay,squareoffs.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,hypertomb.com,788-200-4140,0,9,Remarketing, --
Kalea Bay,startclass.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,stamfordadvocate.com,788-200-4140,0,14,Remarketing, --
Kalea Bay,boredpanda.com,788-200-4140,1,11,Remarketing, --
Kalea Bay,diychatroom.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,trendbait.com,788-200-4140,0,9,Remarketing, --
Kalea Bay,bobvila.com,788-200-4140,0,24,Remarketing, --
Kalea Bay,wunderground.com,788-200-4140,0,142,Remarketing, --
Kalea Bay,dogtricktips.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,matterdome.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,cracked.com,788-200-4140,3,64,Remarketing, --
Kalea Bay,akhbarak.net,788-200-4140,0,8,Remarketing, --
Kalea Bay,sfgate.com,788-200-4140,1,62,Remarketing, --
Kalea Bay,talking-soccer.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,myfoxny.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,wickedlocal.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,odometer.com,788-200-4140,6,164,Remarketing, --
Kalea Bay,cyclingweekly.co.uk,788-200-4140,0,5,Remarketing, --
Kalea Bay,crosswordnexus.com,788-200-4140,0,34,Remarketing, --
Kalea Bay,oola.com,788-200-4140,0,17,Remarketing, --
Kalea Bay,webmd.com,788-200-4140,0,27,Remarketing, --
Kalea Bay,bustle.com,788-200-4140,1,2,Remarketing, --
Kalea Bay,steadyhealth.com,788-200-4140,1,2,Remarketing, --
Kalea Bay,westernjournalism.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,handymanhowto.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,amplifinder.biz,788-200-4140,0,8,Remarketing, --
Kalea Bay,toofab.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,thedailybeast.com,788-200-4140,0,11,Remarketing, --
Kalea Bay,neardb.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,thefreedictionary.com,788-200-4140,1,3,Remarketing, --
Kalea Bay,radaronline.com,788-200-4140,2,105,Remarketing, --
Kalea Bay,tzetze.it,788-200-4140,0,6,Remarketing, --
Kalea Bay,vetstreet.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,fodors.com,788-200-4140,0,8,Remarketing, --
Kalea Bay,historyinorbit.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,searchquotes.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,foxsports.com,788-200-4140,0,7,Remarketing, --
Kalea Bay,daily-chronicle.com,788-200-4140,0,10,Remarketing, --
Kalea Bay,intellicast.com,788-200-4140,1,38,Remarketing, --
Kalea Bay,patch.com,788-200-4140,0,12,Remarketing, --
Kalea Bay,viralnova.com,788-200-4140,0,95,Remarketing, --
Kalea Bay,allenbwest.com,788-200-4140,3,4,Remarketing, --
Kalea Bay,nbcnews.com,788-200-4140,0,33,Remarketing, --
Kalea Bay,iranpressnews.com,788-200-4140,0,21,Remarketing, --
Kalea Bay,boattrader.com,788-200-4140,0,59,Remarketing, --
Kalea Bay,indystar.com,788-200-4140,0,6,Remarketing, --
Kalea Bay,anonymous.google,788-200-4140,3,712,Remarketing, --
Kalea Bay,delcotimes.com,788-200-4140,1,1,Remarketing, --
Kalea Bay,cheezburger.com,788-200-4140,0,15,Remarketing, --
Kalea Bay,9gag.com,788-200-4140,5,182,Remarketing, --
Kalea Bay,rebelcircus.com,788-200-4140,0,5,Remarketing, --
Kalea Bay,cantonrep.com,788-200-4140,0,6,Remarketing, --
